NodeID,CogsnetVector
47,"0.650554,0.760051,0.774585,0.772524,0.817339,0.814932,0.737476,0.791307,0.817378,0.837590,0.797578,0.646075,0.746564,0.760328,0.799066,0.784468,0.901764,0.903246,0.623578,0.806785,0.807174,0.833951,0.840323,0.896220,0.660857,0.748948,0.658994,0.883011,0.818061,0.467175,0.000000,0.781299,0.760637,0.493357,0.766803,0.583423,0.800974,0.579752,0.513513,0.539460,0.703900,0.548293,0.624540,0.662056,0.778279,0.803382,0.000000,0.668667,0.796209,0.770401,0.782661,0.000000,0.746468,0.857104,0.723118,0.725757,0.686809,0.735541,0.693016,0.651964,0.749396,0.874546,0.502227,0.738498,0.276630,0.000000,0.614831,0.000000,0.542686,0.000000,0.538890,0.877155,0.000000,0.423569,0.418526,0.544274,0.622104,0.736426,0.674888,0.565195,0.660418,0.594748,0.647659,0.624788,0.419220,0.854036,0.000000,0.637147,0.448295,0.598585,0.672044"
78,"0.442281,0.447848,0.650140,0.641515,0.000000,0.625966,0.665037,0.708373,0.762634,0.694064,0.737989,0.730122,0.833837,0.659841,0.835427,0.845358,0.841938,0.858278,0.763191,0.753030,0.792119,0.820279,0.652082,0.896295,0.814132,0.789387,0.891481,0.722474,0.812654,0.294484,0.000000,0.000000,0.635078,0.515567,0.607621,0.615252,0.823630,0.896422,0.701232,0.641636,0.886884,0.683136,0.854757,0.370743,0.000000,0.679119,0.766848,0.778313,0.000000,0.494487,0.198851,0.000000,0.600702,0.000000,0.785088,0.876807,0.403104,0.693156,0.687433,0.633851,0.800925,0.751470,0.519093,0.564831,0.565397,0.587061,0.630170,0.677433,0.606332,0.576220,0.758179,0.747665,0.754092,0.730845,0.000000,0.930484,0.704173,0.961354,0.682477,0.000000,0.511116,0.260635,0.661329,0.699866,0.782596,0.646506,0.000000,0.640512,0.295596,0.589182,0.000000"
33,"0.622283,0.660040,0.801631,0.708045,0.797690,0.730951,0.680682,0.724678,0.740756,0.850136,0.728426,0.768024,0.776235,0.793274,0.662356,0.742200,0.948013,0.673790,0.412924,0.729374,0.806289,0.789616,0.620715,0.000000,0.683367,0.398743,0.711917,0.818096,0.580326,0.604289,0.000000,0.624556,0.863156,0.643499,0.683348,0.898034,0.553415,0.000000,0.675411,0.516939,0.666450,0.784343,0.737052,0.654914,0.000000,0.641213,0.793344,0.912511,0.860855,0.560385,0.807100,0.860731,0.692899,0.879029,0.313406,0.572147,0.860209,0.888503,0.575615,0.694342,0.000000,0.000000,0.714267,0.000000,0.789178,0.752703,0.857579,0.722309,0.740034,0.837432,0.924805,0.520225,0.000000,0.806354,0.872522,0.596457,0.361018,0.763641,0.914693,0.000000,0.628441,0.506223,0.500361,0.654495,0.782719,0.454331,0.686914,0.692304,0.689696,0.654296,0.365409"
45,"0.601367,0.588127,0.710592,0.731130,0.674148,0.807920,0.732646,0.801886,0.818015,0.888338,0.612495,0.816875,0.674115,0.772897,0.576288,0.788162,0.896743,0.766686,0.886324,0.866391,0.717478,0.720641,0.726225,0.000000,0.762103,0.573335,0.681722,0.594143,0.966559,0.474637,0.000000,0.588676,0.678548,0.617012,0.846974,0.688460,0.876714,0.784669,0.800887,0.827905,0.857650,0.817138,0.487744,0.750587,0.610237,0.730501,0.000000,0.000000,0.653972,0.000000,0.857380,0.860731,0.582924,0.811262,0.000000,0.546598,0.516640,0.569672,0.714270,0.637279,0.852432,0.692416,0.516013,0.802076,0.523306,0.960755,0.880631,0.865351,0.686292,0.000000,0.647936,0.465587,0.485588,0.513721,0.000000,0.683409,0.737945,0.467217,0.972227,0.946533,0.000000,0.000000,0.309271,0.377559,0.575168,0.502265,0.636864,0.514908,0.727986,0.661569,0.000000"
108,"0.444132,0.615727,0.634380,0.649563,0.000000,0.691034,0.397652,0.694271,0.621444,0.689120,0.715782,0.000000,0.872885,0.801871,0.449602,0.479377,0.000000,0.000000,0.000000,0.000000,0.000000,0.350870,0.574864,0.483553,0.380535,0.403654,0.428554,0.000000,0.000000,0.560143,0.000000,0.731616,0.000000,0.910307,0.000000,0.000000,0.000000,0.000000,0.344275,0.000000,0.000000,0.000000,0.000000,0.492409,0.238082,0.399883,0.674722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.486734,0.717355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.394627,0.000000,0.446982,0.000000,0.480809,0.536722,0.000000,0.000000,0.000000,0.443070,0.000000,0.000000,0.401446,0.000000,0.220658,0.437103,0.000000,0.000000,0.000000,0.568056,0.000000,0.222138,0.777081"
136,"0.755530,0.850578,0.940796,0.844688,0.863698,0.914471,0.802365,0.857714,0.826152,0.900104,0.774528,0.860052,0.833509,0.876664,0.790055,0.745188,0.827417,0.843298,0.558689,0.801225,0.667308,0.873743,0.728060,0.814206,0.775713,0.795976,0.805848,0.759160,0.786729,0.669946,0.000000,0.654069,0.443449,0.722683,0.897355,0.847754,0.890322,0.942312,0.683830,0.000000,0.852771,0.790906,0.947253,0.740438,0.487739,0.407067,0.000000,0.908933,0.597765,0.881875,0.782661,0.486662,0.319651,0.839065,0.000000,0.807143,0.807794,0.829185,0.861630,0.740162,0.610545,0.843019,0.718587,0.936086,0.879897,0.831511,0.741095,0.708109,0.687330,0.757488,0.738234,0.652559,0.677415,0.689156,0.763802,0.720521,0.705590,0.563571,0.776758,0.745967,0.800309,0.000000,0.763173,0.769384,0.801201,0.756072,0.672550,0.842163,0.780407,0.794874,0.760448"
44,"0.458376,0.596834,0.673391,0.689647,0.523261,0.000000,0.397652,0.714629,0.499972,0.000000,0.447437,0.000000,0.000000,0.000000,0.000000,0.488888,0.000000,0.000000,0.000000,0.086975,0.935260,0.000000,0.682611,0.000000,0.684797,0.726648,0.693830,0.407577,0.844987,0.515588,0.000000,0.000000,0.000000,0.679151,0.885882,0.869398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.492214,0.493995,0.682168,0.000000,0.481277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531359,0.000000,0.000000,0.719905,0.000000,0.634344,0.000000,0.405586,0.439726,0.718135,0.581213,0.000000,0.000000,0.000000,0.000000,0.565093,0.000000,0.000000,0.000000,0.415340,0.345458,0.591124,0.474173,0.000000,0.395319,0.000000,0.772146,0.775957,0.657918,0.000000,0.000000,0.000000,0.000000,0.689286,0.649460,0.668291,0.880202"
166,"0.609311,0.784648,0.875608,0.817532,0.880537,0.874927,0.828980,0.816112,0.784611,0.967800,0.855863,0.886190,0.901732,0.804591,0.686933,0.733764,0.824468,0.817872,0.903173,0.726368,0.769075,0.684300,0.807100,0.840916,0.777120,0.596768,0.779580,0.724322,0.838879,0.724989,0.000000,0.827377,0.835101,0.933452,0.789642,0.899497,0.734960,0.693841,0.889863,0.746719,0.759641,0.749234,0.757370,0.728216,0.888197,0.712647,0.771677,0.498266,0.667019,0.748565,0.893173,0.779369,0.845253,0.820194,0.785617,0.890581,0.855007,0.755239,0.826631,0.819028,0.753925,0.851515,0.922426,0.818360,0.852808,0.594992,0.802054,0.752577,0.722765,0.774808,0.837520,0.729090,0.000000,0.614064,0.786375,0.633667,0.789970,0.877648,0.000000,0.901003,0.778074,0.000000,0.625932,0.835857,0.958083,0.867798,0.935885,0.938669,0.661203,0.809046,0.789446"
123,"0.719873,0.747104,0.770344,0.841524,0.000000,0.862041,0.715698,0.756549,0.724901,0.869999,0.777227,0.899792,0.793758,0.814132,0.815629,0.771089,0.928893,0.869087,0.000000,0.844472,0.486856,0.716859,0.938634,0.661128,0.843304,0.750829,0.878773,0.599935,0.921452,0.593972,0.000000,0.725752,0.677056,0.585275,0.703618,0.985963,0.953679,0.946599,0.934545,0.000000,0.000000,0.000000,0.701122,0.440088,0.497178,0.528847,0.000000,0.468865,0.643987,0.687399,0.597791,0.000000,0.751887,0.399538,0.559974,0.768292,0.718812,0.702707,0.813138,0.769457,0.000000,0.946350,0.846184,0.772336,0.827876,0.927456,0.940196,0.000000,0.812560,0.369421,0.528482,0.593899,0.861445,0.871577,0.000000,0.776187,0.697277,0.000000,0.801210,0.950842,0.716763,0.616071,0.863998,0.780662,0.856004,0.710022,0.594930,0.735707,0.879373,0.736450,0.887057"
116,"0.438777,0.573008,0.707684,0.693686,0.000000,0.658662,0.582899,0.870719,0.678231,0.896074,0.805604,0.401188,0.771785,0.870523,0.759582,0.779642,0.000000,0.766277,0.000000,0.889436,0.920887,0.708750,0.762000,0.000000,0.000000,0.649407,0.000000,0.000000,0.000000,0.630472,0.000000,0.000000,0.000000,0.000000,0.438529,0.000000,0.000000,0.000000,0.000000,0.000000,0.630040,0.483656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.486790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.568047,0.000000,0.000000,0.589401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.652029,0.000000,0.000000,0.481036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.625043,0.000000,0.407953,0.000000,0.543479,0.000000,0.574909,0.822682,0.919663,0.769428,0.649644,0.682270,0.000000"
83,"0.758809,0.748498,0.827483,0.736596,0.838771,0.762281,0.682171,0.872660,0.801240,0.686676,0.835357,0.839756,0.878503,0.660542,0.848347,0.835358,0.824117,0.832645,0.835018,0.810511,0.852235,0.731687,0.584462,0.752110,0.801481,0.756373,0.865054,0.889945,0.618250,0.648043,0.000000,0.705525,0.768366,0.603024,0.690533,0.954997,0.736371,0.695036,0.658463,0.556255,0.739137,0.708124,0.726039,0.792043,0.871123,0.782157,0.452843,0.796223,0.749152,0.776913,0.760298,0.558777,0.609762,0.710967,0.872035,0.862394,0.798831,0.793619,0.931343,0.659575,0.736216,0.881772,0.886896,0.650166,0.857278,0.908248,0.748225,0.530679,0.979746,0.692113,0.311201,0.691367,0.918774,0.755026,0.386117,0.577018,0.715376,0.854265,0.828399,0.967355,0.693168,0.804426,0.720559,0.643982,0.848274,0.823675,0.878412,0.744067,0.399540,0.684217,0.519212"
152,"0.705412,0.776353,0.839518,0.811539,0.863954,0.824958,0.764422,0.902769,0.853612,0.788483,0.859077,0.781506,0.720167,0.795662,0.768879,0.836946,0.817636,0.753993,0.000000,0.815392,0.478692,0.572267,0.759023,0.808092,0.000000,0.398746,0.611227,0.000000,0.395865,0.579989,0.000000,0.643160,0.838455,0.825185,0.000000,0.861637,0.747775,0.640032,0.855278,0.892312,0.751887,0.837549,0.823296,0.610726,0.869573,0.724807,0.697017,0.694384,0.805854,0.842535,0.653732,0.858715,0.739936,0.894888,0.784214,0.864388,0.801059,0.779358,0.858791,0.752939,0.409247,0.725974,0.773932,0.859286,0.524541,0.608058,0.751647,0.854621,0.824213,0.000000,0.617356,0.628885,0.000000,0.710214,0.408624,0.474988,0.637595,0.832311,0.000000,0.781703,0.716127,0.297279,0.829005,0.682281,0.865736,0.751733,0.748605,0.806944,0.742284,0.767256,0.000000"
95,"0.474351,0.696759,0.774318,0.862519,0.877120,0.945776,0.687330,0.932810,0.615904,0.720230,0.676834,0.754940,0.880073,0.873142,0.715249,0.878245,0.947404,0.641147,0.574920,0.398393,0.291673,0.509785,0.749314,0.544896,0.769253,0.526629,0.888897,0.548900,0.792970,0.551595,0.000000,0.788211,0.799180,0.497128,0.674872,0.934343,0.840198,0.407738,0.799891,0.869421,0.645042,0.783600,0.583513,0.631678,0.990955,0.508826,0.708269,0.576768,0.692355,0.905213,0.684157,0.617115,0.924865,0.525419,0.636326,0.688719,0.481754,0.550200,0.651226,0.790827,0.664240,0.752340,0.762497,0.835421,0.864144,0.000000,0.898400,0.706520,0.781813,0.761352,0.920288,0.898613,0.597536,0.540462,0.789871,0.756952,0.839322,0.751718,0.920899,0.665548,0.702693,0.866664,0.596820,0.597728,0.875419,0.801829,0.892986,0.931662,0.705127,0.673116,0.807183"
64,"0.442732,0.706787,0.842618,0.738332,0.000000,0.865139,0.397652,0.834021,0.707431,0.793572,0.856606,0.000000,0.000000,0.862766,0.892040,0.808310,0.000000,0.716231,0.673998,0.925118,0.816190,0.678067,0.738935,0.762698,0.680360,0.780122,0.731943,0.000000,0.000000,0.561535,0.000000,0.679176,0.000000,0.721736,0.608556,0.822836,0.000000,0.483705,0.675499,0.559054,0.000000,0.000000,0.598821,0.645464,0.000000,0.629136,0.894126,0.755416,0.853662,0.659440,0.000000,0.720862,0.758876,0.762200,0.864564,0.896007,0.943040,0.787891,0.000000,0.937749,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.205073,0.628692,0.000000,0.599168,0.768346,0.604358,0.751423,0.403073,0.726228,0.900966,0.741631,0.681775,0.685699,0.697489,0.781738,0.699881,0.849963,0.924231,0.873964,0.942861,0.760030,0.628035,0.709097,0.824670"
147,"0.439121,0.494131,0.781571,0.829294,0.000000,0.000000,0.557450,0.487687,0.568178,0.000000,0.631831,0.631111,0.672118,0.000000,0.521284,0.740903,0.813069,0.722710,0.000000,0.750219,0.000000,0.000000,0.693546,0.000000,0.000000,0.652468,0.000000,0.691937,0.000000,0.200174,0.000000,0.000000,0.000000,0.000000,0.000000,0.445006,0.000000,0.784669,0.870060,0.000000,0.000000,0.811218,0.829401,0.000000,0.497251,0.657439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.553361,0.000000,0.000000,0.000000,0.747784,0.710627,0.000000,0.440609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.524506,0.742598,0.888908,0.388561,0.000000,0.000000,0.447449,0.607581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.481182,0.876040,0.000000,0.720824,0.000000,0.729814,0.697707,0.607199,0.000000"
127,"0.706906,0.810092,0.967341,0.775206,0.882536,0.922135,0.397652,0.736262,0.758563,0.916523,0.906582,0.000000,0.763641,0.845426,0.746031,0.748710,0.639093,0.827129,0.000000,0.893980,0.618835,0.712945,0.000000,0.673930,0.686723,0.648758,0.720716,0.155015,0.561523,0.564257,0.000000,0.717779,0.000000,0.883141,0.880435,0.976863,0.791690,0.922122,0.850480,0.000000,0.000000,0.774312,0.644113,0.616497,0.703152,0.687218,0.364627,0.795824,0.663980,0.866832,0.629861,0.728293,0.988107,0.000000,0.628666,0.760463,0.880972,0.866684,0.349856,0.669858,0.692140,0.000000,0.000000,0.627029,0.913863,0.415054,0.822003,0.000000,0.844921,0.838760,0.000000,0.932096,0.833760,0.802239,0.000000,0.797831,0.000000,0.826439,0.792368,0.000000,0.796017,0.755798,0.767220,0.000000,0.750862,0.676659,0.000000,0.675544,0.593130,0.777697,0.000000"
137,"0.714697,0.770618,0.888260,0.663989,0.000000,0.693946,0.552437,0.669489,0.691087,0.887024,0.285213,0.000000,0.487692,0.391855,0.747021,0.591344,0.000000,0.630674,0.000000,0.568763,0.000000,0.000000,0.445332,0.674395,0.568612,0.250422,0.000000,0.756912,0.668347,0.461416,0.000000,0.488775,0.000000,0.546093,0.000000,0.805886,0.609402,0.877290,0.640060,0.000000,0.856681,0.634445,0.786282,0.000000,0.497178,0.250666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.762238,0.843700,0.000000,0.691896,0.756305,0.000000,0.784209,0.000000,0.000000,0.000000,0.617125,0.000000,0.000000,0.000000,0.520583,0.000000,0.000000,0.000000,0.000000,0.710328,0.000000,0.392440,0.650913,0.644350,0.650221,0.000000,0.000000,0.000000,0.643909,0.696543,0.666519,0.000000,0.000000,0.367763,0.901338"
126,"0.664686,0.711728,0.953385,0.816773,0.841560,0.694703,0.629473,0.793893,0.776994,0.786013,0.681944,0.686037,0.894673,0.703218,0.756191,0.736682,0.878492,0.836336,0.556594,0.755655,0.792378,0.914863,0.921962,0.941563,0.960203,0.435660,0.689042,0.432397,0.868280,0.651882,0.000000,0.897508,0.000000,0.684367,0.721455,0.000000,0.785693,0.867801,0.759110,0.000000,0.578547,0.811701,0.644605,0.749720,0.868592,0.407140,0.000000,0.379777,0.849300,0.710697,0.000000,0.908496,0.833138,0.809831,0.762619,0.740320,0.879790,0.000000,0.510444,0.562968,0.443849,0.749129,0.745210,0.855947,0.335090,0.795276,0.857063,0.000000,0.587537,0.000000,0.876936,0.000000,0.000000,0.461529,0.000000,0.451638,0.000000,0.954371,0.635089,0.833095,0.761857,0.000000,0.488067,0.687059,0.749391,0.000000,0.805152,0.950451,0.534177,0.424767,0.869155"
27,"0.633057,0.767527,0.824424,0.771403,0.865782,0.862851,0.841288,0.638039,0.608101,0.794580,0.847786,0.000000,0.614065,0.583534,0.620546,0.719048,0.836633,0.775162,0.572826,0.738522,0.744281,0.793352,0.874607,0.874992,0.931338,0.000000,0.626186,0.204134,0.776720,0.409022,0.000000,0.717960,0.839244,0.254205,0.508457,0.515718,0.751847,0.862385,0.729493,0.709990,0.762374,0.699400,0.676835,0.441968,0.714041,0.701630,0.658764,0.537439,0.679564,0.618845,0.000000,0.000000,0.466773,0.000000,0.514535,0.582482,0.785643,0.426523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.217528,0.000000,0.443518,0.000000,0.000000,0.000000,0.000000,0.000000,0.493889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.702400,0.000000,0.000000,0.000000"
80,"0.506178,0.622273,0.927563,0.702896,0.773204,0.874839,0.625989,0.791919,0.669776,0.964613,0.510723,0.669659,0.752543,0.740746,0.678428,0.848878,0.806520,0.760496,0.000000,0.778352,0.542142,0.458085,0.602228,0.967381,0.696948,0.655226,0.821219,0.582898,0.518219,0.628232,0.808262,0.578327,0.000000,0.669284,0.588814,0.595590,0.714020,0.812563,0.756101,0.681190,0.794924,0.649650,0.430329,0.814028,0.000000,0.687931,0.826324,0.706412,0.727363,0.814341,0.844964,0.612377,0.726036,0.606728,0.609268,0.660773,0.828800,0.667105,0.521667,0.711247,0.804173,0.619637,0.621526,0.732158,0.708708,0.915239,0.655891,0.612747,0.738083,0.606517,0.791038,0.696144,0.811643,0.304839,0.322340,0.652863,0.432796,0.717947,0.659223,0.372036,0.722594,0.485687,0.634155,0.667718,0.862831,0.702446,0.914922,0.814723,0.719282,0.695990,0.690105"
55,"0.569986,0.661644,0.713845,0.700108,0.629931,0.711192,0.769698,0.936682,0.682400,0.695218,0.837970,0.000000,0.904780,0.928990,0.452358,0.667211,0.000000,0.878129,0.889541,0.764714,0.776316,0.548193,0.000000,0.671988,0.756499,0.433652,0.645211,0.000000,0.750674,0.619003,0.000000,0.751643,0.838799,0.785929,0.855484,0.854162,0.807911,0.000000,0.810341,0.641270,0.705058,0.924220,0.713814,0.790763,0.871691,0.568189,0.838248,0.680759,0.855567,0.881669,0.863126,0.000000,0.738936,0.624755,0.779661,0.631288,0.895575,0.698940,0.619340,0.742711,0.766753,0.895432,0.778763,0.817117,0.899033,0.760680,0.804784,0.000000,0.000000,0.673557,0.000000,0.000000,0.000000,0.441352,0.467103,0.667076,0.603877,0.440644,0.741132,0.474538,0.744893,0.000000,0.868358,0.433396,0.435635,0.915567,0.752501,0.897747,0.432694,0.520615,0.579633"
97,"0.720039,0.696749,0.710266,0.707855,0.903020,0.679138,0.583593,0.866935,0.676790,0.726191,0.733114,0.759518,0.888510,0.870144,0.665557,0.570618,0.900125,0.741699,0.622057,0.560416,0.689280,0.678819,0.773766,0.569455,0.000000,0.566164,0.482898,0.805197,0.330798,0.580494,0.000000,0.662738,0.655739,0.629975,0.294053,0.748142,0.476527,0.492896,0.604391,0.000000,0.594073,0.605245,0.603206,0.419030,0.731487,0.658872,0.000000,0.000000,0.399871,0.562361,0.344936,0.707283,0.651840,0.000000,0.417609,0.545235,0.673646,0.842589,0.000000,0.674560,0.500906,0.710130,0.840560,0.490066,0.385304,0.370330,0.692693,0.000000,0.660098,0.528639,0.564514,0.714612,0.000000,0.589422,0.361927,0.000000,0.402915,0.543612,0.000000,0.000000,0.496146,0.561834,0.720524,0.878215,0.410770,0.581160,0.000000,0.782098,0.000000,0.671204,0.584490"
110,"0.880543,0.494131,0.673710,0.673652,0.000000,0.550757,0.647075,0.692622,0.732460,0.847305,0.747823,0.719498,0.787250,0.821102,0.709312,0.790719,0.351181,0.751784,0.826359,0.786611,0.706532,0.532739,0.685590,0.000000,0.727099,0.698166,0.767632,0.623145,0.779821,0.681632,0.000000,0.733702,0.820965,0.763026,0.872552,0.741814,0.813366,0.709757,0.747258,0.859349,0.940731,0.760968,0.895516,0.781482,0.916835,0.593287,0.743622,0.633340,0.651197,0.705923,0.000000,0.000000,0.745386,0.696003,0.734133,0.811103,0.000000,0.815278,0.321764,0.737643,0.693648,0.000000,0.219493,0.598563,0.634037,0.550661,0.787280,0.745740,0.000000,0.713722,0.824596,0.681522,0.866956,0.842928,0.887748,0.886831,0.771885,0.793740,0.901361,0.000000,0.803007,0.824026,0.901209,0.687408,0.000000,0.659804,0.786361,0.858164,0.602118,0.903867,0.793497"
14,"0.764206,0.820564,0.000000,0.756777,0.861743,0.894769,0.397652,0.622286,0.602284,0.825528,0.766643,0.858873,0.802291,0.729447,0.739558,0.739021,0.000000,0.840138,0.832626,0.749763,0.863513,0.000000,0.909481,0.000000,0.000000,0.722618,0.000000,0.764467,0.000000,0.748034,0.000000,0.854174,0.797578,0.960974,0.798817,0.745720,0.808625,0.852327,0.657963,0.844861,0.650850,0.897435,0.938686,0.862397,0.879106,0.984701,0.842715,0.780152,0.835340,0.791640,0.752858,0.000000,0.741614,0.606071,0.777268,0.804840,0.852781,0.923736,0.948860,0.824931,0.720951,0.865730,0.923663,0.894642,0.938195,0.000000,0.586852,0.717809,0.782284,0.815471,0.814891,0.940488,0.703677,0.602440,0.803110,0.988918,0.827643,0.825684,0.940342,0.607151,0.602254,0.000000,0.544123,0.000000,0.000000,0.000000,0.000000,0.000000,0.650003,0.000000,0.201476"
163,"0.702456,0.675279,0.857245,0.733246,0.797588,0.914511,0.816709,0.920666,0.734138,0.810842,0.657889,0.739018,0.735908,0.697171,0.816624,0.644048,0.601819,0.801642,0.615535,0.719822,0.663965,0.686268,0.746527,0.570029,0.680896,0.666946,0.854836,0.864370,0.665766,0.717774,0.000000,0.681242,0.682496,0.547105,0.737174,0.555055,0.605541,0.814952,0.518756,0.776741,0.795530,0.647128,0.881983,0.696762,0.914912,0.561176,0.675333,0.791313,0.780350,0.795425,0.859675,0.614560,0.685590,0.748285,0.723737,0.761512,0.742451,0.746126,0.821501,0.561377,0.808267,0.567231,0.704472,0.859830,0.689530,0.634803,0.693737,0.796327,0.834590,0.835966,0.646534,0.785362,0.796292,0.543267,0.621185,0.575977,0.802378,0.841008,0.871288,0.888759,0.651801,0.000000,0.888012,0.000000,0.000000,0.000000,0.000000,0.976115,0.000000,0.000000,0.746072"
69,"0.630929,0.732546,0.866550,0.839505,0.892374,0.836217,0.805869,0.917679,0.786617,0.834556,0.820284,0.899835,0.796751,0.906562,0.919288,0.806704,0.941805,0.883223,0.861463,0.778523,0.791603,0.833926,0.747194,0.830291,0.891692,0.635837,0.728043,0.812644,0.798773,0.648281,0.000000,0.694301,0.874013,0.797901,0.656521,0.798496,0.863509,0.793929,0.790674,0.803327,0.836754,0.829005,0.856479,0.795903,0.856116,0.644462,0.788165,0.850037,0.763849,0.875514,0.713340,0.899631,0.723578,0.675630,0.730084,0.771929,0.888087,0.644622,0.744258,0.697332,0.805019,0.847751,0.804227,0.857014,0.677764,0.799710,0.646408,0.765089,0.656536,0.741624,0.527574,0.658816,0.756003,0.675141,0.000000,0.697778,0.725805,0.755635,0.748917,0.750952,0.751898,0.756884,0.736990,0.819021,0.886176,0.752931,0.839015,0.808600,0.856855,0.672414,0.782487"
32,"0.690525,0.654216,0.704527,0.735420,0.000000,0.855189,0.478591,0.744322,0.652105,0.716435,0.766020,0.873680,0.875769,0.641762,0.797506,0.888451,0.472840,0.837203,0.787731,0.589638,0.914072,0.595462,0.794692,0.602863,0.695574,0.670987,0.784480,0.650653,0.000000,0.568688,0.000000,0.541631,0.000000,0.295636,0.528720,0.000000,0.609520,0.528774,0.000000,0.000000,0.612190,0.772651,0.607637,0.587630,0.741813,0.597002,0.000000,0.693004,0.810071,0.681133,0.567559,0.556324,0.628832,0.000000,0.820810,0.680010,0.774211,0.403259,0.597392,0.731859,0.369261,0.690528,0.500018,0.000000,0.000000,0.370330,0.000000,0.000000,0.365501,0.567015,0.869769,0.776620,0.492500,0.282025,0.398531,0.807291,0.000000,0.000000,0.000000,0.489102,0.602024,0.731060,0.604487,0.593792,0.280240,0.000000,0.704544,0.956273,0.884314,0.535066,0.886097"
153,"0.587556,0.645326,0.827589,0.761622,0.649756,0.830471,0.745625,0.847572,0.755997,0.838027,0.765807,0.856996,0.894359,0.809169,0.915379,0.878245,0.798709,0.746619,0.832834,0.580744,0.848391,0.844810,0.826587,0.704445,0.712163,0.533697,0.000000,0.759246,0.723490,0.629324,0.000000,0.727202,0.645833,0.776838,0.514198,0.819724,0.482428,0.948006,0.915219,0.903928,0.936760,0.668116,0.889834,0.792725,0.825553,0.635522,0.797915,0.698050,0.470594,0.913816,0.887294,0.000000,0.777316,0.791470,0.793650,0.862577,0.898259,0.000000,0.811986,0.729344,0.904858,0.628909,0.595111,0.906314,0.617117,0.921322,0.833223,0.860616,0.755775,0.754012,0.568213,0.000000,0.756003,0.714292,0.000000,0.532447,0.753786,0.000000,0.000000,0.780166,0.837213,0.000000,0.605808,0.881706,0.729785,0.940268,0.836500,0.816327,0.813404,0.764428,0.883138"
167,"0.440741,0.494131,0.000000,0.643583,0.000000,0.000000,0.397652,0.000000,0.510571,0.668768,0.560274,0.000000,0.000000,0.000000,0.000000,0.469794,0.000000,0.000000,0.000000,0.425398,0.000000,0.000000,0.000000,0.000000,0.000000,0.398743,0.000000,0.000000,0.000000,0.441726,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.399620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.399140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.957215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000"
113,"0.568693,0.575149,0.673540,0.685618,0.402152,0.758965,0.543669,0.817264,0.778523,0.951866,0.708034,0.000000,0.731439,0.395831,0.773437,0.737475,0.742721,0.000000,0.660757,0.812839,0.809446,0.652652,0.916572,0.000000,0.660426,0.727468,0.774291,0.667018,0.825744,0.644307,0.000000,0.000000,0.000000,0.476395,0.347548,0.000000,0.000000,0.728355,0.560135,0.000000,0.000000,0.637056,0.966690,0.688943,0.000000,0.496182,0.664826,0.354236,0.858277,0.482100,0.000000,0.753698,0.706117,0.896199,0.624527,0.752525,0.000000,0.000000,0.479765,0.000000,0.000000,0.682301,0.669514,0.624458,0.750284,0.000000,0.747020,0.000000,0.471282,0.000000,0.735949,0.578297,0.321166,0.442985,0.326324,0.426085,0.759672,0.658453,0.000000,0.000000,0.406490,0.201977,0.642586,0.419426,0.000000,0.761908,0.000000,0.741855,0.399422,0.623040,0.722191"
