NodeID,CogsnetVector
47,"9.107753,11.400765,3.098342,3.862622,0.817339,6.519456,4.424853,3.165227,7.356402,5.863129,11.963676,1.938224,5.225945,3.041311,13.584117,8.629150,3.607055,2.709737,1.870733,8.067846,7.264562,8.339508,6.722581,6.273543,3.304284,5.242635,5.271953,1.766022,0.818061,15.883944,0.000000,3.906497,1.521274,4.440215,1.533606,9.918196,7.208769,1.159504,2.054051,0.539460,1.407801,11.514161,4.371777,6.620556,1.556558,1.606763,0.000000,4.011999,5.573466,9.244807,0.782661,0.000000,6.718215,1.714208,7.231175,7.983323,4.120856,2.942162,4.158096,3.911784,3.746982,2.623639,4.520046,4.430986,0.553260,0.000000,0.614831,0.000000,1.085371,0.000000,4.850013,1.754309,0.000000,5.082831,1.255578,13.606857,1.866313,3.682130,0.674888,2.825977,4.622928,2.378993,6.476588,2.499151,1.676881,4.270178,0.000000,3.185734,2.689770,14.964632,3.360218"
78,"0.884561,0.895696,1.300280,4.490604,0.000000,3.755797,3.325187,1.416745,6.101070,2.082192,5.903915,1.460245,10.839877,8.577933,10.025121,9.298934,1.683876,4.291391,1.526383,6.777274,7.921188,8.202792,8.477064,1.792590,4.070662,4.736320,1.782963,4.334845,0.812654,0.883452,0.000000,0.000000,1.270155,4.640107,2.430483,1.845755,5.765409,4.482111,9.116014,1.283272,1.773767,2.049409,0.854757,0.370743,0.000000,2.037357,1.533695,2.334938,0.000000,0.494487,0.397702,0.000000,8.409827,0.000000,2.355264,1.753613,3.627938,5.545248,1.374866,4.436960,0.800925,3.005880,0.519093,0.564831,3.957781,2.935307,5.671529,0.677433,7.275986,6.338422,3.032716,4.485989,0.754092,2.923381,0.000000,2.791452,2.112520,1.922708,2.729908,0.000000,1.022232,0.521270,4.629302,2.099598,2.347789,5.172045,0.000000,2.562047,0.591192,6.481002,0.000000"
33,"2.489132,1.320081,2.404892,5.664358,0.797690,2.923805,4.084091,5.797423,5.926049,3.400543,8.741111,0.768024,4.657413,5.552920,1.324712,5.937602,0.948013,5.390318,0.412924,6.564363,1.612578,7.106548,1.862146,0.000000,3.416835,0.398743,4.271502,3.272382,2.321304,4.834311,0.000000,3.122778,0.863156,3.217493,2.733393,1.796069,4.980736,0.000000,1.350821,1.550816,1.332899,1.568685,1.474104,3.274570,0.000000,1.923640,0.793344,0.912511,0.860855,2.241538,1.614201,0.860731,2.771596,0.879029,1.567032,2.860734,2.580627,0.888503,1.726845,3.471711,0.000000,0.000000,0.714267,0.000000,0.789178,3.010812,3.430315,2.166928,2.220102,0.837432,0.924805,1.560675,0.000000,3.225416,0.872522,4.771657,0.722036,3.054563,0.914693,0.000000,0.628441,1.012446,3.502530,1.308990,3.130874,2.725983,0.686914,2.076912,2.758785,3.925776,1.096228"
45,"1.804101,74.692139,39.082542,10.235825,1.348297,4.039599,5.128524,3.207544,5.726102,0.888338,1.837484,0.816875,7.415266,3.091590,3.457728,48.077866,2.690228,3.066744,0.886324,2.599174,0.717478,10.088968,3.631125,0.000000,2.286308,3.440009,2.045167,1.782430,0.966559,3.797095,0.000000,7.652783,2.714190,3.085058,1.693948,2.753839,1.753428,0.784669,3.203550,0.827905,1.715299,0.817138,6.340668,3.002348,4.881892,2.922003,0.000000,0.000000,1.307944,0.000000,0.857380,0.860731,8.743857,0.811262,0.000000,1.639793,0.516640,1.139343,1.428540,2.549114,0.852432,1.384833,5.676140,0.802076,2.093224,0.960755,2.641894,1.730702,2.058875,0.000000,1.295871,1.396760,0.971175,7.705808,0.000000,2.733635,0.737945,0.934435,0.972227,0.946533,0.000000,0.000000,1.237085,0.755119,4.601343,5.022646,1.910591,2.059633,2.911946,1.323138,0.000000"
108,"0.888263,1.231453,2.537520,0.649563,0.000000,1.382068,0.397652,0.694271,45.365417,4.134717,6.442040,0.000000,0.872885,1.603743,0.449602,0.958754,0.000000,0.000000,0.000000,0.000000,0.000000,12.982193,2.299457,0.483553,0.380535,0.403654,0.857108,0.000000,0.000000,2.800715,0.000000,1.463232,0.000000,0.910307,0.000000,0.000000,0.000000,0.000000,0.688551,0.000000,0.000000,0.000000,0.000000,0.492409,0.238082,0.399883,0.674722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.460202,0.717355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.394627,0.000000,0.446982,0.000000,0.480809,1.073443,0.000000,0.000000,0.000000,0.443070,0.000000,0.000000,0.802892,0.000000,0.441316,0.437103,0.000000,0.000000,0.000000,1.136111,0.000000,0.444275,0.777081"
136,"6.044242,8.505785,2.822388,6.757507,1.727397,4.572353,5.616556,6.004001,4.956911,5.400624,6.970750,2.580157,4.167547,3.506655,7.900548,4.471130,1.654834,4.216489,1.676066,7.211021,3.336541,3.494972,5.824479,1.628412,6.205704,2.387928,2.417543,3.036640,4.720374,8.039357,0.000000,5.886617,0.886898,6.504144,3.589419,8.477536,5.341929,2.826937,4.102978,0.000000,0.852771,4.745437,3.789012,2.961750,0.487739,0.814134,0.000000,0.908933,2.988826,5.291249,0.782661,1.946649,1.598257,0.839065,0.000000,1.614285,4.846765,9.121030,5.169781,5.921298,2.442178,5.901136,7.185872,5.616517,5.279384,3.326045,9.634233,3.540543,5.498640,3.029950,4.429403,4.567914,1.354830,5.513251,2.291405,5.764167,4.233538,2.254283,3.107034,2.237901,5.602165,0.000000,5.342212,1.538769,4.006006,6.048580,6.052955,5.895140,5.462850,7.948741,5.323134"
44,"1.375127,1.193668,0.673391,2.068943,1.046522,0.000000,0.397652,1.429258,2.499861,0.000000,0.447437,0.000000,0.000000,0.000000,0.000000,0.488888,0.000000,0.000000,0.000000,0.434876,0.935260,0.000000,1.365222,0.000000,1.369594,1.453296,1.387660,0.407577,0.844987,2.062352,0.000000,0.000000,0.000000,0.679151,0.885882,0.869398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.492214,0.493995,2.046504,0.000000,0.481277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.062718,0.000000,0.000000,1.439811,0.000000,1.268687,0.000000,0.405586,1.758905,0.718135,1.162426,0.000000,0.000000,0.000000,0.000000,1.695280,0.000000,0.000000,0.000000,3.322719,0.690916,1.182248,1.422520,0.000000,0.395319,0.000000,1.544292,0.775957,1.315836,0.000000,0.000000,0.000000,0.000000,0.689286,0.649460,1.336582,0.880202"
166,"3.655864,6.277182,4.378041,8.175324,2.641610,8.749267,7.460824,5.712780,8.630721,1.935599,11.982080,2.658571,2.705195,1.609183,4.121597,5.870112,0.824468,7.360847,1.806345,7.263679,3.076302,23.950491,7.263899,5.886412,6.994082,1.790303,7.795805,5.794579,7.549912,8.699862,0.000000,5.791640,4.175507,2.800357,4.737852,3.597990,3.674798,3.469204,6.229038,3.733593,5.317485,6.743106,5.301593,5.097510,3.552789,4.275883,5.401736,2.491329,6.003167,5.988520,0.893173,6.234950,6.762024,4.921162,8.641785,2.671742,5.985047,9.818111,9.092944,12.285426,4.523550,7.663635,1.844852,5.728518,5.116846,2.974962,4.812327,5.268038,5.059356,3.874041,5.025120,5.832718,0.000000,4.912511,1.572751,3.802003,3.949851,2.632943,0.000000,1.802006,1.556148,0.000000,5.633388,6.686853,7.664662,2.603394,2.807656,6.570680,2.644812,9.708549,3.157785"
123,"2.879494,3.735521,2.311031,3.366097,0.000000,2.586122,2.862793,3.026198,2.899603,2.609998,4.663363,0.899792,2.381275,1.628264,1.631257,4.626533,0.928893,2.607262,0.000000,3.377889,1.460568,3.584295,1.877268,0.661128,2.529913,1.501657,0.878773,0.599935,0.921452,4.157801,0.000000,2.903007,0.677056,1.755825,2.814473,0.985963,0.953679,0.946599,0.934545,0.000000,0.000000,0.000000,2.103367,0.440088,0.497178,1.057695,0.000000,0.937730,1.931960,2.749596,1.195583,0.000000,1.503774,0.399538,3.359842,0.768292,2.156437,1.405413,1.626275,4.616742,0.000000,0.946350,1.692367,2.317009,2.483629,1.854911,1.880392,0.000000,1.625120,0.738843,2.642410,1.781698,0.861445,1.743154,0.000000,2.328562,2.789106,0.000000,1.602420,0.950842,4.300580,0.616071,1.727995,0.780662,0.856004,2.130066,1.189860,2.207120,0.879373,5.155152,1.774114"
116,"2.193883,1.146017,1.415367,0.693686,0.000000,0.658662,1.165798,1.741437,2.034693,0.896074,0.805604,0.401188,0.771785,0.870523,1.519165,3.118569,0.000000,3.065109,0.000000,1.778872,0.920887,2.834998,1.524000,0.000000,0.000000,0.649407,0.000000,0.000000,0.000000,1.891417,0.000000,0.000000,0.000000,0.000000,0.438529,0.000000,0.000000,0.000000,0.000000,0.000000,0.630040,0.967312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.486790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.136094,0.000000,0.000000,1.178802,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.652029,0.000000,0.000000,0.962073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.625043,0.000000,0.407953,0.000000,1.630437,0.000000,1.149818,0.822682,0.919663,1.538856,0.649644,1.364540,0.000000"
83,"4.552852,4.490985,2.482448,6.629360,3.355085,4.573685,4.093025,6.981282,8.012403,2.060027,8.353570,3.359025,5.271017,5.944877,6.786777,6.682862,2.472351,7.493806,1.670035,5.673576,3.408941,6.585179,3.506770,3.008439,4.808887,3.025493,3.460215,2.669834,4.327753,6.480427,0.000000,4.233150,0.768366,4.221169,4.143199,2.864992,4.418227,1.390072,5.267703,0.556255,5.913095,3.540620,4.356232,3.960217,3.484493,5.475097,0.905686,7.962225,3.745760,3.884565,0.760298,1.676330,6.707381,2.132901,5.232210,5.174362,3.994153,6.348955,1.862686,3.957449,3.681078,0.881772,0.886896,3.250830,2.571835,1.816496,2.992901,1.061359,0.979746,2.768452,0.933604,5.530935,1.837547,5.285180,0.772233,2.308073,1.430752,1.708530,5.798795,0.967355,5.545345,1.608853,5.043916,3.863893,3.393098,4.118377,3.513649,5.952534,0.399540,5.473733,2.076846"
152,"8.464939,18.632473,9.234694,12.984617,5.183726,3.299831,8.408638,9.027689,8.536120,13.404213,16.322454,3.126023,2.160502,0.795662,11.533186,5.858620,1.635272,6.031942,0.000000,6.523135,1.436076,2.861336,1.518046,1.616183,0.000000,0.398746,3.056137,0.000000,3.562781,4.639916,0.000000,6.431602,2.515365,8.251850,0.000000,8.616366,3.738875,1.280064,6.842221,0.892312,4.511323,2.512646,9.056261,1.221452,2.608718,8.697682,1.394035,6.943842,5.640981,8.425346,3.268659,7.728437,3.699680,0.894888,3.136855,7.779494,4.005295,8.572935,7.729117,5.270574,0.409247,7.985710,4.643591,7.733575,1.573623,4.256409,9.019765,1.709242,8.242128,0.000000,1.852067,1.257771,0.000000,3.551070,0.408624,4.749880,6.375947,7.490797,0.000000,1.563406,9.309647,0.594559,8.290046,2.046842,7.791624,3.758667,2.994419,8.069444,8.165120,3.836282,0.000000"
95,"1.423053,3.483795,4.645905,2.587557,0.877120,1.891552,3.436648,0.932810,11.702169,5.041609,4.061006,0.754940,1.760146,0.873142,1.430499,3.512979,0.947404,2.564589,1.724761,1.195178,0.875020,4.078280,4.495883,3.269377,2.307759,6.319551,1.777794,2.744498,3.171882,2.206380,0.000000,1.576421,0.799180,1.988513,3.374362,0.934343,2.520595,0.407738,2.399674,1.738841,1.290084,0.783600,1.750540,3.790068,0.990955,5.597085,0.708269,2.307070,0.692355,0.905213,2.052471,3.085577,1.849729,1.050838,1.908979,2.754876,0.963508,3.851403,1.953678,4.744962,0.664240,1.504681,0.762497,3.341682,4.320722,0.000000,1.796800,5.652162,1.563626,0.761352,2.760865,2.695838,1.792609,4.864157,3.949353,4.541710,1.678644,5.262023,2.762697,1.331096,3.513464,0.866664,6.565024,2.988641,1.750837,3.207318,2.678957,0.931662,1.410254,4.711811,4.035913"
64,"1.328197,5.654294,5.055709,1.476665,0.000000,4.325696,0.397652,5.004127,3.537153,1.587143,7.709458,0.000000,0.000000,5.176594,6.244278,7.274787,0.000000,2.148692,2.021993,4.625590,4.897138,5.424538,5.911477,1.525396,1.360719,3.900609,0.731943,0.000000,0.000000,3.369210,0.000000,1.358351,0.000000,2.886946,0.608556,2.468507,0.000000,0.483705,1.350997,0.559054,0.000000,0.000000,0.598821,0.645464,0.000000,3.145680,2.682378,2.266247,2.560987,5.275521,0.000000,1.441725,3.035505,1.524400,3.458256,3.584026,3.772162,3.151564,0.000000,3.750996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.205073,0.628692,0.000000,2.995839,5.378423,1.813075,2.254268,0.403073,2.178684,0.900966,0.741631,2.045325,1.371398,4.184935,3.908689,9.798328,5.099781,5.545387,5.243782,3.771443,9.880391,2.512139,9.927359,6.597357"
147,"0.439121,0.494131,2.344712,2.487882,0.000000,0.000000,1.114901,0.487687,0.568178,0.000000,1.263661,0.631111,0.672118,0.000000,1.563852,2.963611,1.626138,1.445420,0.000000,2.250658,0.000000,0.000000,1.387092,0.000000,0.000000,0.652468,0.000000,0.691937,0.000000,0.400348,0.000000,0.000000,0.000000,0.000000,0.000000,0.445006,0.000000,0.784669,0.870060,0.000000,0.000000,1.622436,0.829401,0.000000,1.989004,1.972318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.106721,0.000000,0.000000,0.000000,0.747784,0.710627,0.000000,0.440609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.049012,2.227794,0.888908,1.165683,0.000000,0.000000,0.447449,0.607581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.481182,0.876040,0.000000,2.883294,0.000000,0.729814,0.697707,1.214398,0.000000"
127,"2.827626,3.240370,0.967341,2.325617,0.882536,0.922135,0.397652,0.736262,2.275690,0.916523,1.813165,0.000000,1.527283,0.845426,0.746031,2.994839,0.639093,0.827129,0.000000,0.893980,0.618835,2.851778,0.000000,0.673930,0.686723,0.648758,0.720716,0.310030,0.561523,1.692772,0.000000,1.435558,0.000000,2.649424,0.880435,0.976863,3.958451,0.922122,2.551439,0.000000,0.000000,3.097248,1.288226,1.849491,0.703152,0.687218,0.729254,0.795824,1.327961,1.733664,1.259722,0.728293,0.988107,0.000000,1.257333,1.520927,0.880972,0.866684,0.349856,1.339715,0.692140,0.000000,0.000000,0.627029,0.913863,0.830108,0.822003,0.000000,1.689842,0.838760,0.000000,0.932096,1.667519,1.604477,0.000000,2.393492,0.000000,0.826439,1.584736,0.000000,3.184068,0.755798,0.767220,0.000000,1.501723,2.029977,0.000000,2.702175,1.186259,1.555394,0.000000"
137,"15.008635,8.476799,2.664780,4.647925,0.000000,0.693946,2.209748,2.677957,2.073260,0.887024,0.285213,0.000000,0.487692,0.391855,1.494042,1.182688,0.000000,0.630674,0.000000,1.137526,0.000000,0.000000,0.445332,0.674395,0.568612,0.250422,0.000000,0.756912,3.341736,2.307080,0.000000,0.488775,0.000000,1.092186,0.000000,1.611772,0.609402,1.754579,0.640060,0.000000,0.856681,1.268890,0.786282,0.000000,0.497178,1.002666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.811189,0.843700,0.000000,0.691896,0.756305,0.000000,0.784209,0.000000,0.000000,0.000000,0.617125,0.000000,0.000000,0.000000,0.520583,0.000000,0.000000,0.000000,0.000000,2.130985,0.000000,1.177321,0.650913,1.288700,1.300443,0.000000,0.000000,0.000000,0.643909,1.393087,0.666519,0.000000,0.000000,0.735526,0.901338"
126,"4.652803,4.982098,1.906770,4.083867,1.683121,5.557626,3.776836,5.557253,5.438961,4.716081,7.501380,0.686037,1.789346,2.109654,3.780955,5.893453,4.392459,5.018014,1.669781,7.556546,2.377134,3.659451,2.765886,1.883126,0.960203,1.742641,5.512332,1.297191,0.868280,7.170706,0.000000,1.795015,0.000000,4.790566,2.885819,0.000000,3.142772,0.867801,2.277331,0.000000,2.892735,1.623403,1.933815,3.748602,0.868592,0.814281,0.000000,1.139332,0.849300,5.685574,0.000000,0.908496,3.332550,0.809831,2.287857,2.220961,0.879790,0.000000,2.041775,3.940775,0.887698,2.247386,3.726052,1.711894,0.670180,2.385829,1.714126,0.000000,4.112756,0.000000,1.753871,0.000000,0.000000,5.538347,0.000000,0.451638,0.000000,0.954371,1.905268,1.666191,3.047430,0.000000,2.928404,0.687059,0.749391,0.000000,0.805152,0.950451,1.068353,1.699069,0.869155"
27,"4.431401,4.605163,4.946544,5.399825,0.865782,5.177109,1.682576,5.104313,4.864805,4.767479,5.934505,0.000000,3.684392,1.167068,9.308183,5.033335,2.509898,3.875808,1.718479,7.385222,2.232841,5.553465,3.498430,2.624975,0.931338,0.000000,5.635671,0.408267,3.883600,1.227066,0.000000,2.153879,0.839244,0.508411,1.525372,7.735767,3.759233,0.862385,2.917974,1.419980,1.524749,0.699400,1.353671,0.883936,2.142123,1.403259,0.658764,2.687192,1.359128,2.475381,0.000000,0.000000,1.400319,0.000000,1.029070,1.164964,0.785643,0.426523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.217528,0.000000,0.443518,0.000000,0.000000,0.000000,0.000000,0.000000,0.493889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.702400,0.000000,0.000000,0.000000"
80,"2.024710,4.355909,0.927563,2.811584,2.319613,2.624518,3.755933,2.375757,2.679104,1.929227,2.042892,2.008977,3.762715,2.222237,0.678428,2.546633,3.226079,3.802480,0.000000,7.005167,1.626427,1.374254,3.011140,0.967381,4.878633,1.965678,1.642437,1.748693,1.554656,4.397621,0.808262,2.891633,0.000000,2.677136,2.355254,1.786771,2.856080,1.625125,3.780503,2.724760,4.769544,5.197203,1.721315,4.884170,0.000000,6.191375,3.305296,7.064118,3.636813,6.514726,1.689927,0.612377,0.726036,1.213456,3.655607,3.964637,0.828800,2.001314,1.043334,5.689978,4.825040,2.478547,2.486105,3.660788,4.252250,0.915239,1.967673,1.838242,2.952333,3.032586,4.746226,3.480721,0.811643,0.914517,0.967021,1.958589,1.731183,2.871788,3.955338,0.372036,3.612969,1.457062,5.707396,2.670871,1.725662,6.322013,0.914922,4.888336,2.877127,2.783960,1.380210"
55,"1.139973,9.924656,2.141535,18.202806,0.629931,4.978341,2.309095,0.936682,10.235998,2.085654,1.675940,0.000000,1.809561,1.857981,2.714149,5.337686,0.000000,0.878129,0.889541,3.058855,2.328948,2.192770,0.000000,1.343975,1.512997,3.035563,5.161690,0.000000,2.252022,16.713070,0.000000,6.013148,1.677598,7.859290,2.566452,2.562486,4.039557,0.000000,3.241363,5.771432,6.345523,1.848439,11.421020,5.535341,1.743382,3.977323,0.838248,8.849865,3.422268,2.645007,0.863126,0.000000,5.911489,0.624755,3.118643,0.631288,2.686724,7.688344,4.954722,7.427109,3.067012,2.686297,3.893815,2.451352,1.798065,3.042722,1.609568,0.000000,0.000000,0.673557,0.000000,0.000000,0.000000,4.854868,0.467103,0.667076,1.207754,0.881288,2.223396,0.949077,2.979571,0.000000,2.605073,0.866792,0.435635,0.915567,2.257502,3.590987,0.865387,6.247378,1.738900"
97,"7.200387,27.869944,2.130799,3.539273,0.903020,4.074828,3.501557,2.600804,19.626923,3.630955,10.996711,5.316628,5.331058,2.610432,2.662227,1.711854,0.900125,2.966798,1.244113,5.604162,5.514238,5.430548,1.547532,1.138910,0.000000,2.264656,0.965795,1.610394,0.330798,8.707411,0.000000,7.952857,1.967216,3.779849,0.588106,1.496284,1.906108,0.985793,3.626344,0.000000,5.940734,3.631472,3.016032,1.257090,0.731487,2.635488,0.000000,0.000000,0.799741,5.061253,1.724681,4.243701,5.214721,0.000000,1.252827,1.635705,1.347292,0.842589,0.000000,2.698240,4.007252,4.260779,1.681121,0.490066,2.311826,0.370330,2.078080,0.000000,1.320195,1.057279,5.645139,5.716893,0.000000,5.894216,1.447710,0.000000,0.402915,1.630837,0.000000,0.000000,3.969165,2.809172,7.205243,0.878215,0.821541,1.743480,0.000000,3.128394,0.000000,2.684815,0.584490"
110,"1.761086,0.494131,0.673710,1.347304,0.000000,1.101515,2.588299,0.692622,4.394757,0.847305,1.495647,1.438996,2.361751,3.284408,1.418623,5.535035,0.702363,3.007135,2.479078,3.146445,2.826127,2.663697,5.484722,0.000000,1.454198,5.585329,5.373423,3.115726,1.559641,4.089790,0.000000,1.467404,1.641930,3.815130,2.617657,0.741814,3.253464,1.419514,3.736290,2.578046,1.881461,3.043872,0.895516,2.344446,1.833670,3.559724,2.974487,3.800042,1.953590,2.823693,0.000000,0.000000,0.745386,1.392006,0.734133,1.622206,0.000000,2.445834,1.287057,3.688216,1.387296,0.000000,0.438986,2.394253,1.902110,0.550661,2.361840,1.491481,0.000000,1.427443,2.473789,5.452173,5.201736,6.743421,2.663243,6.207820,2.315655,3.968702,7.210886,0.000000,4.015033,3.296102,5.407251,0.687408,0.000000,1.319608,3.931807,6.007149,1.204235,1.807734,3.173988"
14,"6.877852,3.282255,0.000000,4.540664,1.723486,0.894769,0.397652,2.489144,3.011421,4.953169,4.599857,1.717746,1.604582,2.188342,2.958232,2.956083,0.000000,3.360554,1.665252,4.498579,1.727027,0.000000,1.818963,0.000000,0.000000,2.167855,0.000000,3.057866,0.000000,8.228379,0.000000,3.416695,1.595156,0.960974,2.396451,2.237161,4.043126,3.409307,2.631851,2.534583,4.555952,2.692305,0.938686,3.449586,0.879106,0.984701,2.528145,3.120607,3.341359,5.541477,1.505716,0.000000,2.224843,1.818214,3.109072,3.219359,1.705562,2.771209,0.948860,4.949588,2.883804,3.462919,2.770989,3.578568,2.814584,0.000000,1.760557,5.024662,2.346851,4.077357,6.519125,2.821465,0.703677,3.012203,2.409329,0.988918,2.482929,3.302738,3.761370,4.857207,3.613523,0.000000,1.632370,0.000000,0.000000,0.000000,0.000000,0.000000,0.650003,0.000000,0.402951"
163,"4.917189,12.155029,5.143468,13.931682,6.380702,1.829021,4.083543,2.761997,10.277932,4.865050,9.210445,7.390181,2.943630,4.880195,4.083120,5.796433,3.009097,6.413137,3.077677,7.198219,6.639649,2.058804,8.211802,1.710086,3.404481,5.335571,2.564509,3.457480,3.994598,10.048839,0.000000,5.449936,4.777469,3.282629,5.160220,1.665164,6.660949,1.629904,6.743824,5.437187,3.182118,9.706923,5.291899,9.754671,1.829823,2.244706,5.402668,5.539193,7.023152,7.954252,2.579026,4.916482,6.170312,5.237992,10.856051,9.138140,5.939605,10.445770,2.464504,6.736523,7.274406,6.806767,9.158140,6.018809,8.274364,3.808820,10.406056,7.166947,3.338360,5.015794,5.172274,9.424344,2.388876,2.716334,6.211852,5.759771,5.616648,4.205039,7.841591,1.777519,5.214410,0.000000,0.888012,0.000000,0.000000,0.000000,0.000000,0.976115,0.000000,0.000000,0.746072"
69,"3.785576,5.860367,3.466199,7.555548,2.677123,5.853521,4.835215,5.506076,8.652787,5.841893,6.562274,1.799669,3.983757,5.439373,5.515728,8.873741,4.709025,4.416115,1.722926,9.342274,3.958015,5.837485,4.483161,4.151454,9.808609,1.271674,3.640214,6.501151,4.792635,7.779366,0.000000,10.414515,6.118093,6.383204,2.626083,7.984958,4.317543,3.969645,8.697414,4.016634,6.694034,4.145024,5.138876,6.367220,4.280579,5.800157,2.364496,4.250186,3.055395,4.377570,3.566700,2.698894,6.512202,4.729409,5.110588,10.035082,7.992780,3.867731,2.977031,9.065310,4.025095,6.782008,4.825360,5.142085,6.777637,3.198838,7.756898,3.060356,5.252285,8.157862,2.110296,3.294078,0.756003,2.025423,0.000000,8.373342,7.983853,3.022541,3.744583,3.003807,7.518981,2.270651,4.421941,4.095107,4.430882,6.023448,6.712123,8.085996,3.427418,5.379314,2.347460"
32,"0.690525,1.962649,1.409053,3.677099,0.000000,0.855189,0.957183,6.698902,12.389987,3.582174,9.192235,1.747360,2.627308,0.641762,9.570066,0.888451,0.472840,1.674407,0.787731,2.358552,0.914072,10.122849,3.973460,1.205726,1.391148,2.683948,3.922400,0.650653,0.000000,3.412126,0.000000,1.083261,0.000000,1.182543,0.528720,0.000000,0.609520,3.172644,0.000000,0.000000,1.224380,1.545301,3.038187,2.938148,1.483626,1.194004,0.000000,1.386007,1.620142,0.681133,0.567559,2.225297,1.886497,0.000000,1.641620,1.360020,0.774211,4.839103,1.792177,2.195576,1.846304,1.381055,1.500053,0.000000,0.000000,0.370330,0.000000,0.000000,0.731003,0.567015,1.739537,2.329861,0.492500,3.948347,0.398531,0.807291,0.000000,0.000000,0.000000,0.489102,2.408097,0.731060,6.044866,0.593792,0.560479,0.000000,1.409088,0.956273,0.884314,2.675330,0.886097"
153,"5.288001,3.226632,2.482767,5.331351,0.649756,3.321882,5.219378,3.390286,3.779984,3.352108,4.594845,2.570987,6.260516,4.045847,1.830758,9.660697,3.993543,2.986476,1.665667,8.711155,2.545174,3.379241,5.786107,1.408889,7.121627,2.134788,0.000000,0.759246,2.170471,3.146618,0.000000,3.636011,1.937500,3.107351,2.570992,4.098620,0.964856,0.948006,1.830438,0.903928,0.936760,1.336232,2.669501,5.549073,0.825553,3.177609,1.595830,1.396099,0.941188,0.913816,0.887294,0.000000,2.331949,0.791470,4.761900,4.312886,2.694776,0.000000,0.811986,2.917376,0.904858,3.144546,2.975554,1.812629,3.702703,0.921322,4.166113,1.721232,3.778876,3.016047,1.704638,0.000000,0.756003,2.142875,0.000000,1.597341,3.015144,0.000000,0.000000,0.780166,0.837213,0.000000,4.240657,3.526824,2.189355,2.820805,2.509500,6.530612,3.253618,3.822140,0.883138"
167,"0.440741,0.494131,0.000000,1.287166,0.000000,0.000000,0.397652,0.000000,1.531713,0.668768,0.560274,0.000000,0.000000,0.000000,0.000000,0.939589,0.000000,0.000000,0.000000,0.850797,0.000000,0.000000,0.000000,0.000000,0.000000,0.398743,0.000000,0.000000,0.000000,0.883452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.399620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.399140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.957215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000"
113,"1.137387,3.450894,0.673540,2.742470,0.402152,4.553787,2.174676,0.817264,3.114090,1.903733,2.124102,0.000000,5.120073,0.395831,1.546873,2.949902,1.485441,0.000000,0.660757,1.625678,1.618893,5.873868,0.916572,0.000000,1.981278,2.182405,1.548582,1.334036,2.477232,2.577227,0.000000,0.000000,0.000000,1.429186,0.695097,0.000000,0.000000,2.185066,1.120270,0.000000,0.000000,0.637056,0.966690,1.377886,0.000000,1.984726,1.329652,0.708471,1.716553,0.964200,0.000000,2.261095,1.412234,0.896199,2.498106,3.762625,0.000000,0.000000,0.479765,0.000000,0.000000,1.364601,3.347571,3.122288,1.500568,0.000000,0.747020,0.000000,2.356412,0.000000,1.471897,1.156595,0.321166,0.442985,0.652647,0.852170,0.759672,1.316905,0.000000,0.000000,0.812980,0.403954,1.285172,0.838853,0.000000,2.285725,0.000000,1.483710,0.399422,2.492160,0.722191"
